lane,strategy,contract,arm,track,obligation,title,applicationsInTrack,businessObservedInTrack,applicationsWithPartialCheck,partialChecks,verdicts,claim,wholeObligationValidated,limits
official,T3,E3-SDD-stage6r3,SDD,interest,INTCALC-OBL-006,Campos da transação de juros,28,28,28,28,"{""pass"": 28}",partial_assertions_only,False,"Representação física de PIC 9(04) após MOVE literal 05 requer revisão COBOL, não fixture."
official,T3,E3-SDD-stage6r3,SDD,interest,INTCALC-OBL-007,Update de conta em quebra de grupo,28,28,28,56,"{""pass"": 56}",partial_assertions_only,False,Não é update por cada categoria.
official,T3,E3-SDD-stage6r3,SDD,interest,INTCALC-OBL-008,Última conta no EOF,28,28,28,56,"{""pass"": 56}",partial_assertions_only,False,"Achado estático; não confirmado por execução. Para arquivo vazio, não assumir conta carregada."
official,T3,E3-SDD-stage6r3,SDD,posting,POSTTRAN-OBL-001,Arquivos externos e abertura,17,17,0,0,{},unchecked,False,"JCL é evidência documental; não prova alocação local, commit ou durabilidade."
official,T3,E3-SDD-stage6r3,SDD,posting,POSTTRAN-OBL-002,Loop DALYTRAN e EOF,17,17,0,0,{},unchecked,False,Não assumir retenção de último registro no EOF nem conteúdo observável do buffer após status 10.
official,T3,E3-SDD-stage6r3,SDD,posting,POSTTRAN-OBL-003,Layout e cópia para transação postada,17,17,17,17,"{""pass"": 17}",partial_assertions_only,False,Formato/calendário do timestamp é ambiente; valor real não é fixado.
official,T3,E3-SDD-stage6r3,SDD,posting,POSTTRAN-OBL-004,Validação de cartão,17,17,17,34,"{""pass"": 34}",partial_assertions_only,False,Não há validação de formato além da busca.
official,T3,E3-SDD-stage6r3,SDD,posting,POSTTRAN-OBL-005,"Validação de conta, limite e expiração textual",17,17,17,17,"{""pass"": 17}",partial_assertions_only,False,Comparação de datas é textual X(10); calendário real não é decidido.
official,T3,E3-SDD-stage6r3,SDD,posting,POSTTRAN-OBL-006,Rejeitos e return-code,17,17,17,34,"{""pass"": 34}",partial_assertions_only,False,Não afirma rollback de sucessos anteriores.
official,T3,E3-SDD-stage6r3,SDD,posting,POSTTRAN-OBL-007,TCATBAL create/update,17,17,17,17,"{""pass"": 17}",partial_assertions_only,False,Status aceitos 00/23 no read; sem atomicidade/durabilidade.
official,T3,E3-SDD-stage6r3,SDD,posting,POSTTRAN-OBL-008,Atualização ACCOUNT e ordem de efeitos,17,17,17,17,"{""pass"": 17}",partial_assertions_only,False,Não afirmar persistência do rewrite falho nem rollback; razão 109 nesse ponto não transforma a transação em rejeito.
official,T3,E3-SDD-stage6r3,SDD,posting,POSTTRAN-OBL-009,WRITE TRANFILE após efeitos anteriores,17,17,17,17,"{""pass"": 17}",partial_assertions_only,False,Não confundir ordem de chamadas com commit/durabilidade; estado externo pós-abend é fora de autoridade.
official,T3,E3-SDD-stage6r3,SDD,reporting,TRANREPT-OBL-001,Contexto JCL e arquivos,77,77,0,0,{},unchecked,False,JCL não foi executado; datas do SORT podem divergir do DATEPARM.
official,T3,E3-SDD-stage6r3,SDD,reporting,TRANREPT-OBL-002,DATEPARM e filtro textual antes do EOF,77,77,77,154,"{""pass"": 154}",partial_assertions_only,False,"Sem validação calendárica. Conteúdo do receiver em EOF é desconhecido quando não há autoridade de runtime; seleção EOF pode ser condicional/unknown, não fixa."
official,T3,E3-SDD-stage6r3,SDD,reporting,TRANREPT-OBL-003,Leitura TRANFILE e EOF condicional,77,77,77,77,"{""pass"": 77}",partial_assertions_only,False,Não assumir retenção de último registro no EOF nem conteúdo estável do receiver.
official,T3,E3-SDD-stage6r3,SDD,reporting,TRANREPT-OBL-004,Quebra por cartão e lookups,77,77,77,231,"{""not_exercised"": 77, ""pass"": 154}",partial_assertions_only,False,Não há linha de erro/rejeição para lookup ausente.
official,T3,E3-SDD-stage6r3,SDD,reporting,TRANREPT-OBL-005,Cabeçalhos e paginação,77,77,77,77,"{""pass"": 77}",partial_assertions_only,False,Page-size conta linhas de header/totais; não é 20 detalhes.
official,T3,E3-SDD-stage6r3,SDD,reporting,TRANREPT-OBL-006,Linha de detalhe e acumulação,77,77,77,154,"{""pass"": 154}",partial_assertions_only,False,Edição monetária é a do PIC; sem arredondamento inventado.
official,T3,E3-SDD-stage6r3,SDD,reporting,TRANREPT-OBL-007,Totais de página/grand no EOF condicional,77,77,77,154,"{""not_exercised"": 77, ""pass"": 77}",partial_assertions_only,False,Sem expectativa para receiver no EOF quando runtime não estabelece retenção; sem expectativa para registros fora de intervalo.
official,T3,E3-SDD-stage6r3,SDD,reporting,TRANREPT-OBL-008,Ausência de Account Total final no EOF,77,77,0,0,{},unchecked,False,Isto não implica que page/grand totals ocorram sempre; dependem de TRANREPT-OBL-007.
official,T4,E1-1,zero-shot,interest,INTCALC-OBL-001,"Arquivos, parâmetro e abertura",322,18,0,0,{},unchecked,False,"Data do JCL é exemplo de fonte, não calendário universal."
official,T4,E1-1,zero-shot,interest,INTCALC-OBL-002,Varredura e agrupamento por conta,322,18,0,0,{},unchecked,False,Ordenação não é verificada pelo programa/JCL.
official,T4,E1-1,zero-shot,interest,INTCALC-OBL-003,Leitura ACCOUNT e XREF por conta,322,18,18,18,"{""pass"": 18}",partial_assertions_only,False,"Índice alternativo é evidenciado no JCL, mas ambiente VSAM não é executado."
official,T4,E1-1,zero-shot,interest,INTCALC-OBL-004,Taxa específica ou DEFAULT,322,18,18,18,"{""pass"": 18}",partial_assertions_only,False,Sem fallback adicional.
official,T4,E1-1,zero-shot,interest,INTCALC-OBL-005,Fórmula e guarda de juros,322,18,18,18,"{""pass"": 18}",partial_assertions_only,False,Arredondamento/truncamento/overflow dependem de PIC/compilador; não fixado.
official,T4,E1-1,zero-shot,interest,INTCALC-OBL-006,Campos da transação de juros,322,18,18,18,"{""pass"": 18}",partial_assertions_only,False,"Representação física de PIC 9(04) após MOVE literal 05 requer revisão COBOL, não fixture."
official,T4,E1-1,zero-shot,interest,INTCALC-OBL-007,Update de conta em quebra de grupo,322,18,18,36,"{""pass"": 36}",partial_assertions_only,False,Não é update por cada categoria.
official,T4,E1-1,zero-shot,interest,INTCALC-OBL-008,Última conta no EOF,322,18,18,36,"{""pass"": 36}",partial_assertions_only,False,"Achado estático; não confirmado por execução. Para arquivo vazio, não assumir conta carregada."
official,T4,E1-1,zero-shot,posting,POSTTRAN-OBL-001,Arquivos externos e abertura,309,6,0,0,{},unchecked,False,"JCL é evidência documental; não prova alocação local, commit ou durabilidade."
official,T4,E1-1,zero-shot,posting,POSTTRAN-OBL-002,Loop DALYTRAN e EOF,309,6,0,0,{},unchecked,False,Não assumir retenção de último registro no EOF nem conteúdo observável do buffer após status 10.
official,T4,E1-1,zero-shot,posting,POSTTRAN-OBL-003,Layout e cópia para transação postada,309,6,6,6,"{""pass"": 6}",partial_assertions_only,False,Formato/calendário do timestamp é ambiente; valor real não é fixado.
official,T4,E1-1,zero-shot,posting,POSTTRAN-OBL-004,Validação de cartão,309,6,6,12,"{""pass"": 12}",partial_assertions_only,False,Não há validação de formato além da busca.
official,T4,E1-1,zero-shot,posting,POSTTRAN-OBL-005,"Validação de conta, limite e expiração textual",309,6,6,6,"{""pass"": 6}",partial_assertions_only,False,Comparação de datas é textual X(10); calendário real não é decidido.
official,T4,E1-1,zero-shot,posting,POSTTRAN-OBL-006,Rejeitos e return-code,309,6,6,12,"{""pass"": 12}",partial_assertions_only,False,Não afirma rollback de sucessos anteriores.
official,T4,E1-1,zero-shot,posting,POSTTRAN-OBL-007,TCATBAL create/update,309,6,6,6,"{""pass"": 6}",partial_assertions_only,False,Status aceitos 00/23 no read; sem atomicidade/durabilidade.
official,T4,E1-1,zero-shot,posting,POSTTRAN-OBL-008,Atualização ACCOUNT e ordem de efeitos,309,6,6,6,"{""pass"": 6}",partial_assertions_only,False,Não afirmar persistência do rewrite falho nem rollback; razão 109 nesse ponto não transforma a transação em rejeito.
official,T4,E1-1,zero-shot,posting,POSTTRAN-OBL-009,WRITE TRANFILE após efeitos anteriores,309,6,6,6,"{""pass"": 6}",partial_assertions_only,False,Não confundir ordem de chamadas com commit/durabilidade; estado externo pós-abend é fora de autoridade.
official,T4,E1-1,zero-shot,reporting,TRANREPT-OBL-001,Contexto JCL e arquivos,331,0,0,0,{},unchecked,False,JCL não foi executado; datas do SORT podem divergir do DATEPARM.
official,T4,E1-1,zero-shot,reporting,TRANREPT-OBL-002,DATEPARM e filtro textual antes do EOF,331,0,0,0,{},unchecked,False,"Sem validação calendárica. Conteúdo do receiver em EOF é desconhecido quando não há autoridade de runtime; seleção EOF pode ser condicional/unknown, não fixa."
official,T4,E1-1,zero-shot,reporting,TRANREPT-OBL-003,Leitura TRANFILE e EOF condicional,331,0,0,0,{},unchecked,False,Não assumir retenção de último registro no EOF nem conteúdo estável do receiver.
official,T4,E1-1,zero-shot,reporting,TRANREPT-OBL-004,Quebra por cartão e lookups,331,0,0,0,{},unchecked,False,Não há linha de erro/rejeição para lookup ausente.
official,T4,E1-1,zero-shot,reporting,TRANREPT-OBL-005,Cabeçalhos e paginação,331,0,0,0,{},unchecked,False,Page-size conta linhas de header/totais; não é 20 detalhes.
official,T4,E1-1,zero-shot,reporting,TRANREPT-OBL-006,Linha de detalhe e acumulação,331,0,0,0,{},unchecked,False,Edição monetária é a do PIC; sem arredondamento inventado.
official,T4,E1-1,zero-shot,reporting,TRANREPT-OBL-007,Totais de página/grand no EOF condicional,331,0,0,0,{},unchecked,False,Sem expectativa para receiver no EOF quando runtime não estabelece retenção; sem expectativa para registros fora de intervalo.
official,T4,E1-1,zero-shot,reporting,TRANREPT-OBL-008,Ausência de Account Total final no EOF,331,0,0,0,{},unchecked,False,Isto não implica que page/grand totals ocorram sempre; dependem de TRANREPT-OBL-007.
official,T4,E1-2,zero-shot,interest,INTCALC-OBL-001,"Arquivos, parâmetro e abertura",321,18,0,0,{},unchecked,False,"Data do JCL é exemplo de fonte, não calendário universal."
official,T4,E1-2,zero-shot,interest,INTCALC-OBL-002,Varredura e agrupamento por conta,321,18,0,0,{},unchecked,False,Ordenação não é verificada pelo programa/JCL.
official,T4,E1-2,zero-shot,interest,INTCALC-OBL-003,Leitura ACCOUNT e XREF por conta,321,18,18,18,"{""pass"": 18}",partial_assertions_only,False,"Índice alternativo é evidenciado no JCL, mas ambiente VSAM não é executado."
official,T4,E1-2,zero-shot,interest,INTCALC-OBL-004,Taxa específica ou DEFAULT,321,18,18,18,"{""pass"": 18}",partial_assertions_only,False,Sem fallback adicional.
official,T4,E1-2,zero-shot,interest,INTCALC-OBL-005,Fórmula e guarda de juros,321,18,18,18,"{""pass"": 18}",partial_assertions_only,False,Arredondamento/truncamento/overflow dependem de PIC/compilador; não fixado.
official,T4,E1-2,zero-shot,interest,INTCALC-OBL-006,Campos da transação de juros,321,18,18,18,"{""pass"": 18}",partial_assertions_only,False,"Representação física de PIC 9(04) após MOVE literal 05 requer revisão COBOL, não fixture."
official,T4,E1-2,zero-shot,interest,INTCALC-OBL-007,Update de conta em quebra de grupo,321,18,18,36,"{""pass"": 36}",partial_assertions_only,False,Não é update por cada categoria.
official,T4,E1-2,zero-shot,interest,INTCALC-OBL-008,Última conta no EOF,321,18,18,36,"{""pass"": 36}",partial_assertions_only,False,"Achado estático; não confirmado por execução. Para arquivo vazio, não assumir conta carregada."
official,T4,E1-2,zero-shot,posting,POSTTRAN-OBL-001,Arquivos externos e abertura,309,6,0,0,{},unchecked,False,"JCL é evidência documental; não prova alocação local, commit ou durabilidade."
official,T4,E1-2,zero-shot,posting,POSTTRAN-OBL-002,Loop DALYTRAN e EOF,309,6,0,0,{},unchecked,False,Não assumir retenção de último registro no EOF nem conteúdo observável do buffer após status 10.
official,T4,E1-2,zero-shot,posting,POSTTRAN-OBL-003,Layout e cópia para transação postada,309,6,6,6,"{""pass"": 6}",partial_assertions_only,False,Formato/calendário do timestamp é ambiente; valor real não é fixado.
official,T4,E1-2,zero-shot,posting,POSTTRAN-OBL-004,Validação de cartão,309,6,6,12,"{""pass"": 12}",partial_assertions_only,False,Não há validação de formato além da busca.
official,T4,E1-2,zero-shot,posting,POSTTRAN-OBL-005,"Validação de conta, limite e expiração textual",309,6,6,6,"{""pass"": 6}",partial_assertions_only,False,Comparação de datas é textual X(10); calendário real não é decidido.
official,T4,E1-2,zero-shot,posting,POSTTRAN-OBL-006,Rejeitos e return-code,309,6,6,12,"{""pass"": 12}",partial_assertions_only,False,Não afirma rollback de sucessos anteriores.
official,T4,E1-2,zero-shot,posting,POSTTRAN-OBL-007,TCATBAL create/update,309,6,6,6,"{""pass"": 6}",partial_assertions_only,False,Status aceitos 00/23 no read; sem atomicidade/durabilidade.
official,T4,E1-2,zero-shot,posting,POSTTRAN-OBL-008,Atualização ACCOUNT e ordem de efeitos,309,6,6,6,"{""pass"": 6}",partial_assertions_only,False,Não afirmar persistência do rewrite falho nem rollback; razão 109 nesse ponto não transforma a transação em rejeito.
official,T4,E1-2,zero-shot,posting,POSTTRAN-OBL-009,WRITE TRANFILE após efeitos anteriores,309,6,6,6,"{""pass"": 6}",partial_assertions_only,False,Não confundir ordem de chamadas com commit/durabilidade; estado externo pós-abend é fora de autoridade.
official,T4,E1-2,zero-shot,reporting,TRANREPT-OBL-001,Contexto JCL e arquivos,331,28,0,0,{},unchecked,False,JCL não foi executado; datas do SORT podem divergir do DATEPARM.
official,T4,E1-2,zero-shot,reporting,TRANREPT-OBL-002,DATEPARM e filtro textual antes do EOF,331,28,28,56,"{""pass"": 56}",partial_assertions_only,False,"Sem validação calendárica. Conteúdo do receiver em EOF é desconhecido quando não há autoridade de runtime; seleção EOF pode ser condicional/unknown, não fixa."
official,T4,E1-2,zero-shot,reporting,TRANREPT-OBL-003,Leitura TRANFILE e EOF condicional,331,28,28,28,"{""pass"": 28}",partial_assertions_only,False,Não assumir retenção de último registro no EOF nem conteúdo estável do receiver.
official,T4,E1-2,zero-shot,reporting,TRANREPT-OBL-004,Quebra por cartão e lookups,331,28,28,84,"{""not_exercised"": 28, ""pass"": 56}",partial_assertions_only,False,Não há linha de erro/rejeição para lookup ausente.
official,T4,E1-2,zero-shot,reporting,TRANREPT-OBL-005,Cabeçalhos e paginação,331,28,28,28,"{""pass"": 28}",partial_assertions_only,False,Page-size conta linhas de header/totais; não é 20 detalhes.
official,T4,E1-2,zero-shot,reporting,TRANREPT-OBL-006,Linha de detalhe e acumulação,331,28,28,56,"{""pass"": 56}",partial_assertions_only,False,Edição monetária é a do PIC; sem arredondamento inventado.
official,T4,E1-2,zero-shot,reporting,TRANREPT-OBL-007,Totais de página/grand no EOF condicional,331,28,28,56,"{""not_exercised"": 28, ""pass"": 28}",partial_assertions_only,False,Sem expectativa para receiver no EOF quando runtime não estabelece retenção; sem expectativa para registros fora de intervalo.
official,T4,E1-2,zero-shot,reporting,TRANREPT-OBL-008,Ausência de Account Total final no EOF,331,28,0,0,{},unchecked,False,Isto não implica que page/grand totals ocorram sempre; dependem de TRANREPT-OBL-007.
official,T4,E1-3,zero-shot,interest,INTCALC-OBL-001,"Arquivos, parâmetro e abertura",322,18,0,0,{},unchecked,False,"Data do JCL é exemplo de fonte, não calendário universal."
official,T4,E1-3,zero-shot,interest,INTCALC-OBL-002,Varredura e agrupamento por conta,322,18,0,0,{},unchecked,False,Ordenação não é verificada pelo programa/JCL.
official,T4,E1-3,zero-shot,interest,INTCALC-OBL-003,Leitura ACCOUNT e XREF por conta,322,18,18,18,"{""pass"": 18}",partial_assertions_only,False,"Índice alternativo é evidenciado no JCL, mas ambiente VSAM não é executado."
official,T4,E1-3,zero-shot,interest,INTCALC-OBL-004,Taxa específica ou DEFAULT,322,18,18,18,"{""pass"": 18}",partial_assertions_only,False,Sem fallback adicional.
official,T4,E1-3,zero-shot,interest,INTCALC-OBL-005,Fórmula e guarda de juros,322,18,18,18,"{""pass"": 18}",partial_assertions_only,False,Arredondamento/truncamento/overflow dependem de PIC/compilador; não fixado.
official,T4,E1-3,zero-shot,interest,INTCALC-OBL-006,Campos da transação de juros,322,18,18,18,"{""pass"": 18}",partial_assertions_only,False,"Representação física de PIC 9(04) após MOVE literal 05 requer revisão COBOL, não fixture."
official,T4,E1-3,zero-shot,interest,INTCALC-OBL-007,Update de conta em quebra de grupo,322,18,18,36,"{""pass"": 36}",partial_assertions_only,False,Não é update por cada categoria.
official,T4,E1-3,zero-shot,interest,INTCALC-OBL-008,Última conta no EOF,322,18,18,36,"{""pass"": 36}",partial_assertions_only,False,"Achado estático; não confirmado por execução. Para arquivo vazio, não assumir conta carregada."
official,T4,E1-3,zero-shot,posting,POSTTRAN-OBL-001,Arquivos externos e abertura,310,6,0,0,{},unchecked,False,"JCL é evidência documental; não prova alocação local, commit ou durabilidade."
official,T4,E1-3,zero-shot,posting,POSTTRAN-OBL-002,Loop DALYTRAN e EOF,310,6,0,0,{},unchecked,False,Não assumir retenção de último registro no EOF nem conteúdo observável do buffer após status 10.
official,T4,E1-3,zero-shot,posting,POSTTRAN-OBL-003,Layout e cópia para transação postada,310,6,6,6,"{""pass"": 6}",partial_assertions_only,False,Formato/calendário do timestamp é ambiente; valor real não é fixado.
official,T4,E1-3,zero-shot,posting,POSTTRAN-OBL-004,Validação de cartão,310,6,6,12,"{""pass"": 12}",partial_assertions_only,False,Não há validação de formato além da busca.
official,T4,E1-3,zero-shot,posting,POSTTRAN-OBL-005,"Validação de conta, limite e expiração textual",310,6,6,6,"{""pass"": 6}",partial_assertions_only,False,Comparação de datas é textual X(10); calendário real não é decidido.
official,T4,E1-3,zero-shot,posting,POSTTRAN-OBL-006,Rejeitos e return-code,310,6,6,12,"{""pass"": 12}",partial_assertions_only,False,Não afirma rollback de sucessos anteriores.
official,T4,E1-3,zero-shot,posting,POSTTRAN-OBL-007,TCATBAL create/update,310,6,6,6,"{""pass"": 6}",partial_assertions_only,False,Status aceitos 00/23 no read; sem atomicidade/durabilidade.
official,T4,E1-3,zero-shot,posting,POSTTRAN-OBL-008,Atualização ACCOUNT e ordem de efeitos,310,6,6,6,"{""pass"": 6}",partial_assertions_only,False,Não afirmar persistência do rewrite falho nem rollback; razão 109 nesse ponto não transforma a transação em rejeito.
official,T4,E1-3,zero-shot,posting,POSTTRAN-OBL-009,WRITE TRANFILE após efeitos anteriores,310,6,6,6,"{""pass"": 6}",partial_assertions_only,False,Não confundir ordem de chamadas com commit/durabilidade; estado externo pós-abend é fora de autoridade.
official,T4,E1-3,zero-shot,reporting,TRANREPT-OBL-001,Contexto JCL e arquivos,332,28,0,0,{},unchecked,False,JCL não foi executado; datas do SORT podem divergir do DATEPARM.
official,T4,E1-3,zero-shot,reporting,TRANREPT-OBL-002,DATEPARM e filtro textual antes do EOF,332,28,28,56,"{""pass"": 56}",partial_assertions_only,False,"Sem validação calendárica. Conteúdo do receiver em EOF é desconhecido quando não há autoridade de runtime; seleção EOF pode ser condicional/unknown, não fixa."
official,T4,E1-3,zero-shot,reporting,TRANREPT-OBL-003,Leitura TRANFILE e EOF condicional,332,28,28,28,"{""pass"": 28}",partial_assertions_only,False,Não assumir retenção de último registro no EOF nem conteúdo estável do receiver.
official,T4,E1-3,zero-shot,reporting,TRANREPT-OBL-004,Quebra por cartão e lookups,332,28,28,84,"{""not_exercised"": 28, ""pass"": 56}",partial_assertions_only,False,Não há linha de erro/rejeição para lookup ausente.
official,T4,E1-3,zero-shot,reporting,TRANREPT-OBL-005,Cabeçalhos e paginação,332,28,28,28,"{""pass"": 28}",partial_assertions_only,False,Page-size conta linhas de header/totais; não é 20 detalhes.
official,T4,E1-3,zero-shot,reporting,TRANREPT-OBL-006,Linha de detalhe e acumulação,332,28,28,56,"{""pass"": 56}",partial_assertions_only,False,Edição monetária é a do PIC; sem arredondamento inventado.
official,T4,E1-3,zero-shot,reporting,TRANREPT-OBL-007,Totais de página/grand no EOF condicional,332,28,28,56,"{""not_exercised"": 28, ""pass"": 28}",partial_assertions_only,False,Sem expectativa para receiver no EOF quando runtime não estabelece retenção; sem expectativa para registros fora de intervalo.
official,T4,E1-3,zero-shot,reporting,TRANREPT-OBL-008,Ausência de Account Total final no EOF,332,28,0,0,{},unchecked,False,Isto não implica que page/grand totals ocorram sempre; dependem de TRANREPT-OBL-007.
official,T4,E2-1,few-shot,interest,INTCALC-OBL-001,"Arquivos, parâmetro e abertura",306,26,0,0,{},unchecked,False,"Data do JCL é exemplo de fonte, não calendário universal."
official,T4,E2-1,few-shot,interest,INTCALC-OBL-002,Varredura e agrupamento por conta,306,26,0,0,{},unchecked,False,Ordenação não é verificada pelo programa/JCL.
official,T4,E2-1,few-shot,interest,INTCALC-OBL-003,Leitura ACCOUNT e XREF por conta,306,26,26,26,"{""pass"": 26}",partial_assertions_only,False,"Índice alternativo é evidenciado no JCL, mas ambiente VSAM não é executado."
official,T4,E2-1,few-shot,interest,INTCALC-OBL-004,Taxa específica ou DEFAULT,306,26,26,26,"{""pass"": 26}",partial_assertions_only,False,Sem fallback adicional.
official,T4,E2-1,few-shot,interest,INTCALC-OBL-005,Fórmula e guarda de juros,306,26,26,26,"{""pass"": 26}",partial_assertions_only,False,Arredondamento/truncamento/overflow dependem de PIC/compilador; não fixado.
official,T4,E2-1,few-shot,interest,INTCALC-OBL-006,Campos da transação de juros,306,26,26,26,"{""pass"": 26}",partial_assertions_only,False,"Representação física de PIC 9(04) após MOVE literal 05 requer revisão COBOL, não fixture."
official,T4,E2-1,few-shot,interest,INTCALC-OBL-007,Update de conta em quebra de grupo,306,26,26,52,"{""pass"": 52}",partial_assertions_only,False,Não é update por cada categoria.
official,T4,E2-1,few-shot,interest,INTCALC-OBL-008,Última conta no EOF,306,26,26,52,"{""pass"": 52}",partial_assertions_only,False,"Achado estático; não confirmado por execução. Para arquivo vazio, não assumir conta carregada."
official,T4,E2-1,few-shot,posting,POSTTRAN-OBL-001,Arquivos externos e abertura,310,74,0,0,{},unchecked,False,"JCL é evidência documental; não prova alocação local, commit ou durabilidade."
official,T4,E2-1,few-shot,posting,POSTTRAN-OBL-002,Loop DALYTRAN e EOF,310,74,0,0,{},unchecked,False,Não assumir retenção de último registro no EOF nem conteúdo observável do buffer após status 10.
official,T4,E2-1,few-shot,posting,POSTTRAN-OBL-003,Layout e cópia para transação postada,310,74,71,71,"{""pass"": 71}",partial_assertions_only,False,Formato/calendário do timestamp é ambiente; valor real não é fixado.
official,T4,E2-1,few-shot,posting,POSTTRAN-OBL-004,Validação de cartão,310,74,71,142,"{""pass"": 142}",partial_assertions_only,False,Não há validação de formato além da busca.
official,T4,E2-1,few-shot,posting,POSTTRAN-OBL-005,"Validação de conta, limite e expiração textual",310,74,71,71,"{""pass"": 71}",partial_assertions_only,False,Comparação de datas é textual X(10); calendário real não é decidido.
official,T4,E2-1,few-shot,posting,POSTTRAN-OBL-006,Rejeitos e return-code,310,74,71,142,"{""pass"": 142}",partial_assertions_only,False,Não afirma rollback de sucessos anteriores.
official,T4,E2-1,few-shot,posting,POSTTRAN-OBL-007,TCATBAL create/update,310,74,71,71,"{""pass"": 71}",partial_assertions_only,False,Status aceitos 00/23 no read; sem atomicidade/durabilidade.
official,T4,E2-1,few-shot,posting,POSTTRAN-OBL-008,Atualização ACCOUNT e ordem de efeitos,310,74,71,71,"{""pass"": 71}",partial_assertions_only,False,Não afirmar persistência do rewrite falho nem rollback; razão 109 nesse ponto não transforma a transação em rejeito.
official,T4,E2-1,few-shot,posting,POSTTRAN-OBL-009,WRITE TRANFILE após efeitos anteriores,310,74,71,71,"{""pass"": 71}",partial_assertions_only,False,Não confundir ordem de chamadas com commit/durabilidade; estado externo pós-abend é fora de autoridade.
official,T4,E2-1,few-shot,reporting,TRANREPT-OBL-001,Contexto JCL e arquivos,334,62,0,0,{},unchecked,False,JCL não foi executado; datas do SORT podem divergir do DATEPARM.
official,T4,E2-1,few-shot,reporting,TRANREPT-OBL-002,DATEPARM e filtro textual antes do EOF,334,62,40,80,"{""pass"": 80}",partial_assertions_only,False,"Sem validação calendárica. Conteúdo do receiver em EOF é desconhecido quando não há autoridade de runtime; seleção EOF pode ser condicional/unknown, não fixa."
official,T4,E2-1,few-shot,reporting,TRANREPT-OBL-003,Leitura TRANFILE e EOF condicional,334,62,40,40,"{""pass"": 40}",partial_assertions_only,False,Não assumir retenção de último registro no EOF nem conteúdo estável do receiver.
official,T4,E2-1,few-shot,reporting,TRANREPT-OBL-004,Quebra por cartão e lookups,334,62,40,120,"{""not_exercised"": 40, ""pass"": 80}",partial_assertions_only,False,Não há linha de erro/rejeição para lookup ausente.
official,T4,E2-1,few-shot,reporting,TRANREPT-OBL-005,Cabeçalhos e paginação,334,62,40,40,"{""pass"": 40}",partial_assertions_only,False,Page-size conta linhas de header/totais; não é 20 detalhes.
official,T4,E2-1,few-shot,reporting,TRANREPT-OBL-006,Linha de detalhe e acumulação,334,62,40,80,"{""pass"": 80}",partial_assertions_only,False,Edição monetária é a do PIC; sem arredondamento inventado.
official,T4,E2-1,few-shot,reporting,TRANREPT-OBL-007,Totais de página/grand no EOF condicional,334,62,40,80,"{""not_exercised"": 40, ""pass"": 40}",partial_assertions_only,False,Sem expectativa para receiver no EOF quando runtime não estabelece retenção; sem expectativa para registros fora de intervalo.
official,T4,E2-1,few-shot,reporting,TRANREPT-OBL-008,Ausência de Account Total final no EOF,334,62,0,0,{},unchecked,False,Isto não implica que page/grand totals ocorram sempre; dependem de TRANREPT-OBL-007.
official,T4,E2-2,few-shot,interest,INTCALC-OBL-001,"Arquivos, parâmetro e abertura",322,18,0,0,{},unchecked,False,"Data do JCL é exemplo de fonte, não calendário universal."
official,T4,E2-2,few-shot,interest,INTCALC-OBL-002,Varredura e agrupamento por conta,322,18,0,0,{},unchecked,False,Ordenação não é verificada pelo programa/JCL.
official,T4,E2-2,few-shot,interest,INTCALC-OBL-003,Leitura ACCOUNT e XREF por conta,322,18,18,18,"{""pass"": 18}",partial_assertions_only,False,"Índice alternativo é evidenciado no JCL, mas ambiente VSAM não é executado."
official,T4,E2-2,few-shot,interest,INTCALC-OBL-004,Taxa específica ou DEFAULT,322,18,18,18,"{""pass"": 18}",partial_assertions_only,False,Sem fallback adicional.
official,T4,E2-2,few-shot,interest,INTCALC-OBL-005,Fórmula e guarda de juros,322,18,18,18,"{""pass"": 18}",partial_assertions_only,False,Arredondamento/truncamento/overflow dependem de PIC/compilador; não fixado.
official,T4,E2-2,few-shot,interest,INTCALC-OBL-006,Campos da transação de juros,322,18,18,18,"{""pass"": 18}",partial_assertions_only,False,"Representação física de PIC 9(04) após MOVE literal 05 requer revisão COBOL, não fixture."
official,T4,E2-2,few-shot,interest,INTCALC-OBL-007,Update de conta em quebra de grupo,322,18,18,36,"{""pass"": 36}",partial_assertions_only,False,Não é update por cada categoria.
official,T4,E2-2,few-shot,interest,INTCALC-OBL-008,Última conta no EOF,322,18,18,36,"{""pass"": 36}",partial_assertions_only,False,"Achado estático; não confirmado por execução. Para arquivo vazio, não assumir conta carregada."
official,T4,E2-2,few-shot,posting,POSTTRAN-OBL-001,Arquivos externos e abertura,310,6,0,0,{},unchecked,False,"JCL é evidência documental; não prova alocação local, commit ou durabilidade."
official,T4,E2-2,few-shot,posting,POSTTRAN-OBL-002,Loop DALYTRAN e EOF,310,6,0,0,{},unchecked,False,Não assumir retenção de último registro no EOF nem conteúdo observável do buffer após status 10.
official,T4,E2-2,few-shot,posting,POSTTRAN-OBL-003,Layout e cópia para transação postada,310,6,6,6,"{""pass"": 6}",partial_assertions_only,False,Formato/calendário do timestamp é ambiente; valor real não é fixado.
official,T4,E2-2,few-shot,posting,POSTTRAN-OBL-004,Validação de cartão,310,6,6,12,"{""pass"": 12}",partial_assertions_only,False,Não há validação de formato além da busca.
